Data Source	World Development Indicators																																																												
																																																													
Last Updated Date	3/23/17																																																												
																																																													
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	avg	2015	2016
Finland	FIN	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								11.76006031	12.17092037	12.63444996	12.6825304	12.77597046	12.77896023	12.24969959	12.28382015	12.15036011	12.11462975	11.83831024	11.94221973	11.92288971	12.81075001	12.47078037		12.25624199		
Fiji	FJI	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							17.87771988	19.28933907	20.4849205	18.52475929	19.95339012		22.04252052	18.76222992	19.3315506	21.42140007	16.73675919	15.3524704		14.88945961		14.03246975		17.82110751		
France	FRA	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							10.81140995	10.84447956	10.78995037	10.57707024	10.34288979	10.84214973	10.7323103	10.40091991	10.36730003	10.42595005	10.27361012	10.10988045	10.06914997	9.863909721	9.73666954			10.21996668		
Faroe Islands	FRO	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
"Micronesia, Fed. Sts."	FSM	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								8.78497982	9.965120316															#DIV/0!		
Gabon	GAB	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							7.058129787	11.34815979	17.70648956															#DIV/0!		
United Kingdom	GBR	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							12.25562954	11.80167961	12.06015015	12.2926302	13.56548977	13.61653996	12.95551014	13.18665028	13.22107029	13.01274014	12.9662199	12.60698032	12.96037006	12.71642017		12.97461033		12.95561907		
Georgia	GEO	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							10.85142994	10.60486031	12.54071999	12.36196041	13.6035099	12.49293995	15.03676033	11.18124962	12.89538956	9.486650467	8.937600136	8.998250008		9.269430161	6.707759857			10.31413627		
Ghana	GHA	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								14.8927002		15.59659004			22.37924957	23.42996025	24.16197968	24.11956978	23.60644913	22.67598915	21.24422073	30.76980972	37.68692017	21.70401955		25.17781677		
Gibraltar	GIB	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Guinea	GIN	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								14.65855026	15.19596958	10.31575966	13.0643301	11.62473965	12.31330013	10.94746971			15.67827034	13.58339977	12.43832016	14.25930977	9.46061039	14.13282013		12.85168755		
"Gambia, The"	GMB	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									11.92179966	8.205269814	8.806750298	8.18350029	4.770659924	5.25026989	5.360760212	7.297500134	18.41264915	13.29374027	17.61123085	15.11833	13.80029964	10.27583027		11.11912704		
Guinea-Bissau	GNB	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								16.74309921											9.961589813	10.55760956	14.53979969	16.19137955		12.81259465		
Equatorial Guinea	GNQ	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							5.248139858																	#DIV/0!		
Greece	GRC	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							6.701000214	6.903140068	7.076590061	7.705150127	7.918119907	7.952899933	8.422670364	9.17249012										8.797580242		
Grenada	GRD	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																												10.80898952												#DIV/0!		
Greenland	GRL	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Guatemala	GTM	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																															20.33844948	21.2781601	23.34815979		19.29692078	20.24641037	21.10514069	20.6379509		20.89302744		
Guam	GUM	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Guyana	GUY	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								22.68779945	17.65683937	16.55555916	16.90000916	13.81455994	11.08073997	13.8234396	13.48169041	11.52616024		10.34722042	11.97243977	11.82503986	10.26060963			11.78966749		
High income	HIC	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							11.79854012	11.80167961	12.13764	12.30825996	12.61190033	12.75296021	12.86723518	12.64685965	12.92004013	12.64396	12.69052029	12.60698032	12.22373962	12.50950003	12.42275047			12.61462063		
"Hong Kong SAR, China"	HKG	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																										22.41877937	22.20729065	23.2442894	23.1510601	22.47858047	23.2826004	22.63777924	22.92239952	23.7994709	19.90941048	20.14833069	18.64948082	20.30080032	17.62039948	21.35457386		
Honduras	HND	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																						19.23051071		19.23051071		
Heavily indebted poor countries (HIPC)	HPC	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									14.9077301	15.54284	15.46272516		14.96138477	16.97918987	17.62064457		16.21767044	17.41091919	17.49349499	15.2130003	15.92127991	16.61030006		16.49198712		
Croatia	HRV	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																											7.968329906	8.273360252	8.191980362			8.8832798	9.629460335	9.30366993	9.082590103	8.57614994				8.944521745		
Haiti	HTI	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Hungary	HUN	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							8.735219955	9.422530174	10.32351971	10.45495033	10.17901039	11.8298502	11.00592995	10.80056	10.32767963	10.33821011	10.27062988	9.864430428	9.684740067	9.303979874				10.19951999		
IBRD only	IBD	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								16.11161947	15.25037003	13.6918149	14.36723042	14.41952038	13.79283047	13.73865032	13.57851982	13.85158014	14.4419899	15.56926966	15.83669996	14.92588997	14.96061993			14.52178335		
IDA & IBRD total	IBT	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									15.20136499	15.48908997	15.26861	15.76284981	14.56826973	14.67282009	15.63601017	15.82748985	15.59088039	16.30168915	16.16422081	14.95255995	15.17625046			15.4322434		
IDA total	IDA	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									14.9077301	15.66205978	16.18774986		16.09848547				17.03710079		16.58807945		15.90833473	16.28363991		16.38312807		
IDA blend	IDB	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																		15.52863979	16.73251009	12.1508503	15.17625046			14.89706266		
Indonesia	IDN	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																										11.59399033	14.36723042	16.27864075	14.17029953	15.1487999		14.94431019	13.67475033	19.30843925	16.65418053	18.06185913	18.09041977	17.59417915	17.50933075	16.51565685		
IDA only	IDX	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									15.05184984	15.62932491	15.69379997		16.24385071	17.06999969	17.71755505		17.03710079		16.58807945		15.92127991	16.72902966		16.75812789		
Isle of Man	IMN	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
India	IND	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																						10.74359035	14.77772999	17.64341927	17.49648094			12.92222977	11.55218983	11.53215981	11.78108978			10.82184029	11.74277973	13.67652035	14.06268024			12.16703715		
Not classified	INX	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Ireland	IRL	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							12.3815403	12.1824398	13.38860989	12.59212971	12.43247032	12.75296021	13.54971027	13.58012962	13.42975998	13.12946033	13.01657009	13.04314041	9.295510292	12.68264961	13.83413029			12.84011788		
"Iran, Islamic Rep."	IRN	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																								20.11292076	20.6338501	24.42416954	26.33352089	21.65295982	21.47405052	22.32196045	19.34812927	19.8744297	20.57942963	18.0235405	18.8043499	19.12669945	17.03430939	21.67391014	19.67193031	19.81206721		
Iraq	IRQ	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																																								#DIV/0!		
Iceland	ISL	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																							16.71813965	15.58283997	15.75082016	16.22192001	17.10421944	16.39488029	16.82493019	17.80961037	17.92521095	17.21767998	13.03326035	15.16028023	14.60396004	15.41526985				15.99877524		
Israel	ISR	Expenditure on education as % of total government expenditure (%)	SE.XPD.TOTL.GB.ZS																																									12.72266006	12.72572041	12.61190033	12.68165016	12.60445976	12.50636959	12.92004013	12.88461971	13.04755974	12.91915989	13.25932026	13.49081993				12.95404363		
